# PUBG recoil patterns_db - generated by bake_pubg_patterns.py
# Format: #KEY weapon|muzzle|lower|stock / #RPM n / dx,dy lines / #END

#KEY P18C|bare|bare|bare
#RPM 750
2.54,7.23
-3.322,14.07
-5.082,0.78
8.6,14.66
-8.209,6.65
7.232,10.36
-5.864,11.14
-0.781,6.84
3.322,17.78
-11.922,5.28
16.222,9.97
-9.968,21.3
7.427,6.25
1.173,13.69
-5.277,9.18
2.541,12.51
-4.691,15.83
4.691,2.54
-0.196,18.374
-9.381,8.013
10.749,15.049
-10.945,18.176
#END

#KEY Vector|compensator|half|tactical
#RPM 1080
0.846,10.34
5.829,6.2
-1.599,11.19
-2.256,6.02
2.538,11.47
-7.427,7.14
4.137,7.53
-1.316,11.56
1.128,6.39
3.102,14.67
-9.213,5.73
10.341,7.15
-3.854,14.48
-0.564,4.7
3.102,15.13
-5.923,4.8
5.077,10.81
-1.222,15.04
3.573,3.29
3.196,16.36
-11.282,5.64
4.325,12.04
-3.385,13.72
-1.88,5.83
2.256,20.779
-7.427,4.607
3.197,10.624
-3.385,17.205
5.171,6.299
4.795,14.666
#END

#KEY Vector|compensator|laser|bare
#RPM 1080
0.11,12.23
-2.424,3.63
3.746,6.83
-1.212,10.58
-0.661,8.26
0.331,11.68
1.542,7.6
2.424,9.15
-0.992,10.57
3.856,5.07
-0.44,16.08
-4.187,8.05
9.365,11.45
-5.619,14.33
-1.212,3.85
0.881,25.89
-14.983,3.53
11.238,15.75
-11.678,15.87
1.101,7.82
-3.745,21.81
-10.907,7.6
15.644,18.73
-6.831,16.42
-1.542,8.92
1.653,22.03
-10.797,3.751
8.373,18.398
-14.653,20.051
8.263,4.957
#END

#KEY Vector|compensator|laser|tactical
#RPM 1080
-3.543,8.52
3.1,4.76
-0.775,8.86
-0.554,4.43
4.428,9.85
-1.107,9.08
6.753,6.86
-3.1,15.5
3.432,7.08
6.089,14.4
-4.65,9.52
5.092,9.52
0.443,15.71
10.406,23.25
-10.406,8.41
4.317,13.4
-2.988,16.83
-4.761,8.19
4.207,21.81
-4.096,9.85
7.749,12.73
-3.764,21.69
4.871,25.35
-10.959,11.96
13.284,12.399
-5.424,17.047
3.653,10.517
4.649,19.704
-1.993,10.849
0.111,11.291
#END

#KEY Vector|compensator|light|bare
#RPM 1080
-1.621,7.02
-0.54,2.92
-0.972,9.94
-1.837,5.72
3.133,10.81
-1.188,10.37
4.538,8.0
0.972,13.07
0.108,7.02
6.591,11.46
-4.106,13.5
7.348,5.08
-2.377,21.18
-7.996,6.05
14.263,16.32
-8.752,14.58
7.779,8.32
0.973,22.91
-4.755,3.35
8.753,18.59
-2.155,18.31
6.571,9.93
3.515,18.34
-4.126,6.72
11.613,20.48
-1.833,13.444
5.806,12.988
1.375,22.769
12.225,20.323
-4.89,13.141
#END

#KEY Vector|compensator|light|tactical
#RPM 1080
3.089,5.2
0.569,7.07
-2.682,5.52
2.925,9.27
-6.095,10.24
2.519,4.63
-1.381,16.99
-4.877,4.87
3.82,11.79
-9.028,13.57
3.218,6.21
-0.919,15.51
-2.989,5.29
4.942,12.18
-8.505,8.51
0.115,10.57
-2.529,19.31
-6.666,5.29
9.425,18.85
-6.092,17.12
2.414,7.59
-0.69,23.68
-3.103,3.33
8.275,19.65
-6.781,14.94
1.839,11.04
1.954,24.02
-3.563,3.678
8.85,18.85
-14.482,13.907
#END

#KEY Vector|compensator|bare|tactical
#RPM 1080
0.509,9.74
1.605,4.19
1.448,8.22
0.509,8.22
6.888,8.53
-6.184,11.9
1.879,6.58
0.335,15.07
-2.878,7.75
11.513,12.18
-9.963,13.06
0.0,6.64
0.0,15.94
0.221,9.08
5.535,11.07
-9.077,11.07
6.42,4.2
0.0,23.47
-5.977,6.42
6.199,12.62
-10.406,13.51
12.841,3.32
-5.756,25.24
-1.993,10.18
7.749,17.27
-7.306,14.17
11.956,7.75
-2.657,21.476
0.664,9.741
9.077,18.819
#END

#KEY Vector|compensator|vertical|bare
#RPM 1080
-3.785,6.6
1.694,2.15
-2.411,8.73
-2.932,1.89
4.105,10.82
-1.303,8.47
4.627,6.0
-0.363,11.56
-1.291,1.84
7.189,12.72
-5.346,9.58
10.691,1.85
0.922,16.03
4.792,15.49
-10.875,10.13
3.687,9.4
-2.028,11.43
-8.294,6.45
7.741,19.36
-11.428,8.85
6.82,6.45
-8.663,23.77
-1.843,1.66
5.345,16.592
-0.369,10.138
-2.949,10.322
-5.345,18.432
2.765,4.608
3.686,14.561
-6.9,13.513
#END

#KEY Vector|compensator|vertical|tactical
#RPM 1080
-0.134,9.23
0.669,2.94
3.075,6.69
-1.604,3.21
5.481,7.48
-2.54,11.77
-0.535,1.34
0.134,15.1
-6.819,6.02
4.011,8.43
1.203,14.03
-3.877,0.14
6.15,12.7
-2.406,6.82
9.092,12.17
-3.477,11.76
2.541,1.34
-1.337,13.77
-7.354,8.96
9.226,12.3
-10.162,12.84
-2.674,10.29
-2.407,14.31
-2.139,8.42
6.15,11.37
-10.429,17.245
7.488,1.337
-2.273,22.329
-2.541,6.685
10.964,14.307
#END

#KEY Vector|flash_hider|bare|bare
#RPM 1080
4.722,11.27
-2.412,6.3
-0.402,8.98
-1.876,13.8
-0.134,3.88
5.628,16.08
-4.288,10.46
1.34,9.51
-3.082,18.23
-2.68,4.15
5.092,20.1
-11.792,10.59
3.082,10.99
-3.216,19.83
0.536,5.49
9.246,21.44
-11.792,15.28
3.216,11.66
-1.474,22.38
-1.608,8.3
12.194,27.74
-8.576,12.06
8.576,13.4
-11.256,26.27
-3.484,11.26
3.752,20.9
-15.009,13.94
4.288,18.489
-4.556,17.153
-1.608,10.452
#END

#KEY Vector|flash_hider|half|bare
#RPM 1080
2.784,13.19
0.363,2.3
2.3,11.74
-5.447,8.96
5.205,9.31
-1.816,16.22
-3.268,7.02
1.332,11.86
-8.109,8.6
4.236,9.56
-6.294,15.85
-0.968,3.39
2.3,21.66
-8.714,6.9
8.593,11.02
-3.752,15.73
-3.873,5.57
-0.242,20.81
0.121,14.16
5.93,11.5
0.605,17.07
1.937,11.62
-0.242,18.39
-9.924,13.31
7.14,16.95
-3.994,15.97
3.873,9.69
5.688,25.17
-5.688,12.587
0.242,17.307
#END

#KEY Vector|flash_hider|half|tactical
#RPM 1080
-0.321,8.82
-0.641,8.82
-6.091,6.73
5.61,9.62
-10.74,10.58
5.931,2.56
-0.16,16.83
-3.366,3.05
10.9,15.39
-5.61,10.74
4.167,9.13
0.642,12.35
-4.649,8.17
5.129,17.79
-2.244,12.35
5.45,8.81
-0.16,14.59
-0.16,11.06
4.168,16.35
-8.336,11.54
5.611,12.02
0.48,17.32
-4.969,4.16
3.046,18.44
-7.214,11.22
2.245,9.46
-7.374,26.446
5.931,19.556
-4.969,12.664
3.496,10.757
#END

#KEY Vector|flash_hider|laser|bare
#RPM 1080
-1.531,10.22
-0.766,4.59
-0.383,7.41
-6.51,8.29
2.297,8.94
-2.297,13.78
2.297,8.3
2.043,12.64
-5.617,12.64
4.213,9.95
0.127,15.83
-1.021,8.17
10.34,20.81
-8.425,12.89
9.063,14.93
-0.766,16.85
2.681,6.51
8.552,24.77
-13.148,12.38
4.085,16.59
1.532,20.68
2.17,10.47
8.808,23.61
-6.766,14.68
13.531,14.05
-3.064,23.23
-2.68,9.32
3.446,27.44
-9.956,15.829
6.127,17.871
#END

#KEY Vector|flash_hider|laser|tactical
#RPM 1080
1.092,11.46
0.91,5.28
2.093,10.19
0.182,7.65
-0.364,10.47
-4.368,15.19
4.004,4.28
3.277,18.2
-5.188,9.01
10.83,13.56
-7.827,16.11
0.091,7.28
-0.91,16.84
-2.821,11.38
5.916,13.56
-3.459,16.2
5.097,10.65
1.365,21.84
-10.921,11.74
7.463,19.11
-10.649,19.66
1.639,12.83
4.277,23.03
-2.73,13.74
4.732,18.84
-1.092,15.2
1.911,11.74
-1.456,21.111
-8.1,9.283
7.736,19.385
#END

#KEY Vector|flash_hider|light|bare
#RPM 1080
1.921,5.57
4.612,5.76
-3.075,9.42
3.459,8.64
4.419,17.1
-2.114,4.04
9.991,15.17
-3.65,11.92
3.458,10.37
0.961,14.03
-4.803,9.41
3.842,16.72
-4.995,15.18
9.414,3.26
3.266,26.32
-0.192,11.15
0.0,17.1
-9.03,21.52
3.459,13.25
-3.651,21.71
-0.769,9.8
10.183,22.67
-6.916,22.68
9.991,6.53
-5.956,27.86
-7.494,4.23
10.375,23.63
-4.611,15.368
11.72,9.799
-2.305,24.016
#END

#KEY Vector|flash_hider|light|tactical
#RPM 1080
3.553,9.02
-2.733,4.1
6.832,6.56
-3.279,11.75
-1.64,6.56
2.459,16.13
-5.192,12.29
11.752,9.57
-6.286,19.4
-1.64,9.3
4.373,13.12
-2.46,11.47
6.833,7.38
-7.653,19.41
1.64,13.12
5.739,18.03
-3.279,12.3
9.019,13.67
-7.106,18.04
-0.82,14.76
6.559,17.21
-4.373,18.31
10.659,18.86
-5.466,23.23
-1.64,9.3
3.007,27.6
-7.106,15.85
8.199,17.22
-9.019,24.324
2.186,10.659
#END

#KEY Vector|flash_hider|bare|tactical
#RPM 1080
0.885,9.21
-5.491,4.43
2.48,4.96
-3.897,13.82
1.771,5.49
1.772,13.11
-3.898,9.57
3.012,9.56
-5.138,14.71
-1.771,4.07
0.886,17.19
-6.378,10.09
7.618,10.1
-3.72,18.07
3.365,21.26
-13.64,10.98
7.086,14.71
-2.126,23.56
4.075,10.8
-2.481,19.49
0.532,18.07
4.429,15.77
-5.315,24.09
7.972,9.92
3.543,22.14
-2.48,13.64
12.755,13.112
-7.972,23.03
6.023,8.149
4.998,30.128
#END

#KEY Vector|flash_hider|vertical|bare
#RPM 1080
-0.825,9.31
-2.829,5.54
-1.178,5.54
-0.589,13.55
0.235,3.66
4.243,10.96
-5.068,11.78
6.6,7.54
-2.121,15.56
-5.539,3.06
2.357,13.2
-8.132,15.09
9.192,7.54
1.886,14.61
-5.303,9.31
3.653,16.74
-3.535,13.91
7.306,10.72
1.179,16.97
-1.65,6.25
5.185,19.79
-8.956,14.15
9.781,11.31
-0.118,20.98
2.947,6.13
11.667,22.62
-8.839,15.91
13.671,7.663
-2.527,19.009
1.334,16.0
#END

#KEY Vector|flash_hider|vertical|tactical
#RPM 1080
-0.825,9.31
-2.829,5.54
-1.178,5.54
-0.589,13.55
0.235,3.66
4.243,10.96
-5.068,11.78
6.6,7.54
-2.121,15.56
-5.539,3.06
2.357,13.2
-8.132,15.09
9.192,7.54
1.886,14.61
-5.303,9.31
3.653,16.74
-3.535,13.91
7.306,10.72
1.179,16.97
-1.65,6.25
5.185,19.79
-8.956,14.15
9.781,11.31
-0.118,20.98
2.947,6.13
11.667,22.62
-8.839,15.91
13.671,7.663
-2.527,19.009
1.334,16.0
#END

#KEY Vector|bare|half|bare
#RPM 1080
-1.178,8.77
-1.7,8.11
-3.663,4.45
2.093,11.51
-6.018,10.21
4.317,10.33
-1.57,18.19
3.009,7.71
4.841,16.75
-6.934,9.29
12.167,7.72
-2.355,16.48
-2.355,6.15
3.925,18.32
-10.335,8.76
4.186,11.51
-5.887,18.19
-1.178,13.74
3.009,15.3
-4.448,15.05
8.766,12.16
-7.85,19.5
3.402,10.73
5.887,25.24
-6.149,10.21
8.373,18.58
-6.28,23.02
0.916,8.24
8.242,34.28
-9.289,9.027
#END

#KEY Vector|bare|half|tactical
#RPM 1080
2.336,11.51
2.682,2.34
-2.942,7.0
-2.249,8.4
5.71,15.05
-3.201,16.27
6.143,10.9
0.0,15.14
1.989,4.93
5.797,19.9
-0.692,12.11
3.374,12.63
-0.346,17.74
4.412,5.27
4.066,18.34
-6.402,11.6
6.922,13.06
-7.527,16.09
4.412,4.59
5.277,23.62
-7.267,7.18
9.171,16.78
-0.346,19.3
4.758,4.58
2.769,18.52
-3.634,12.8
3.201,15.92
-6.921,20.33
3.374,2.768
-2.163,21.802
#END

#KEY Vector|bare|laser|bare
#RPM 1080
-1.834,13.44
-3.209,13.45
-3.056,5.65
3.056,12.53
-0.611,13.3
0.0,12.83
-1.223,17.88
0.153,12.99
2.598,14.36
-5.501,15.74
2.598,8.41
-1.834,24.91
0.0,8.55
5.043,18.49
-13.6,15.74
10.238,15.44
-2.14,26.89
6.266,14.36
4.125,18.8
-1.375,20.63
6.724,20.17
1.375,24.6
0.611,10.09
5.348,28.26
-13.6,14.98
10.544,21.39
1.528,23.229
5.349,15.892
8.098,27.047
-14.364,17.726
#END

#KEY Vector|bare|laser|tactical
#RPM 1080
-1.916,9.9
0.958,6.87
1.437,9.58
1.757,11.5
1.916,14.85
1.437,9.1
7.985,14.7
-6.707,12.93
6.867,10.22
-4.312,23.48
-6.388,5.9
6.548,19.33
-13.894,12.61
4.951,13.26
0.479,19.0
0.0,10.22
7.505,27.15
-10.859,16.77
10.54,13.89
-0.958,23.95
-4.631,13.26
4.471,32.58
-13.414,21.08
8.144,21.07
0.0,26.51
3.035,11.82
0.319,24.91
-12.137,21.08
8.624,19.96
-4.791,29.068
#END

#KEY Vector|bare|light|bare
#RPM 1080
-2.589,8.9
-2.104,5.67
1.78,10.19
0.324,13.59
-2.913,9.55
-0.647,17.8
-8.252,12.3
5.987,13.27
-7.282,11.65
-0.485,11.81
-1.133,21.84
-9.547,6.96
13.107,18.77
-7.767,17.8
9.385,8.25
0.971,28.64
0.162,17.32
5.825,22.33
-2.751,24.75
6.796,14.89
5.825,27.99
-3.074,9.39
10.194,23.3
-3.722,22.82
2.266,16.34
-1.618,23.78
-7.12,14.89
1.618,27.35
-11.65,27.34
10.517,15.052
#END

#KEY Vector|bare|light|tactical
#RPM 1080
-0.572,6.18
-0.801,7.89
-2.402,9.61
-0.115,11.45
-0.229,16.13
3.776,8.81
-2.975,18.65
-2.975,8.35
5.035,18.31
-6.98,16.47
0.687,8.7
-1.03,22.08
-4.577,6.87
10.184,22.31
-5.264,20.37
7.094,15.9
-2.059,23.91
-8.811,9.39
14.875,22.31
-7.895,21.16
4.348,14.88
-3.776,26.77
-1.373,9.73
8.696,22.42
-9.726,23.0
8.238,14.88
-7.322,31.8
-4.119,11.45
14.76,29.173
-13.845,23.455
#END

#KEY Vector|bare|bare|tactical
#RPM 1080
2.363,11.5
1.734,8.67
-4.255,9.61
-0.157,14.66
0.63,13.08
2.994,7.56
6.145,17.96
0.631,11.03
8.981,10.72
-5.2,15.91
-1.891,13.71
0.316,16.55
-1.891,11.5
11.345,17.18
-4.255,20.95
4.255,7.72
3.309,26.79
-2.364,17.97
9.14,21.9
-9.77,22.06
6.461,12.92
5.042,28.05
-8.194,13.39
5.988,17.49
-5.042,24.58
6.618,13.71
-1.576,25.85
-5.988,17.49
7.721,25.681
-5.672,26.788
#END

#KEY Vector|bare|vertical|bare
#RPM 1080
-3.179,6.36
2.18,6.17
-1.272,8.27
2.906,5.9
-1.634,14.99
-4.087,7.08
1.907,13.08
-8.083,13.62
10.353,5.09
-0.635,20.25
10.898,17.44
-7.084,15.44
9.718,4.81
0.454,17.08
1.363,15.07
4.178,17.08
-8.538,14.98
2.089,7.27
-4.541,30.24
-8.628,5.27
5.177,22.62
-5.995,19.8
7.085,13.07
-5.631,19.26
-3.815,9.9
8.901,21.52
-2.997,14.263
7.447,13.17
-2.18,28.79
5.722,9.083
#END

#KEY Vector|bare|vertical|tactical
#RPM 1080
-0.539,7.2
-1.439,6.47
4.495,7.91
-5.573,9.89
2.517,5.39
-2.877,15.46
2.157,10.07
1.798,8.98
0.36,12.23
4.135,8.45
2.516,16.54
0.18,9.53
7.371,12.76
-1.259,11.33
5.573,7.37
-0.359,21.75
-5.393,7.37
2.157,17.44
-4.494,16.18
10.606,12.58
-5.932,23.19
-3.236,11.51
1.258,22.65
-13.123,18.87
11.146,13.13
-0.54,19.41
5.214,7.37
6.831,19.959
-2.876,16.719
5.753,14.741
#END

#KEY PP-19 Bizon‎‎|bare|bare|bare
#RPM 680
2.483,12.86
-1.169,8.32
0.731,10.08
-3.944,15.34
-4.09,11.1
-1.461,14.9
-4.528,17.53
1.461,12.85
-2.483,16.94
-4.82,14.32
3.943,18.69
-2.045,14.17
1.607,13.73
0.877,18.12
-0.585,13.14
1.461,13.73
-7.011,12.71
0.146,13.14
-0.146,14.17
-1.753,10.67
-1.899,11.83
-4.966,12.27
4.236,8.61
-3.36,16.22
0.585,10.66
5.404,16.07
-4.382,11.54
5.112,10.08
-4.966,18.55
-2.045,6.13
3.506,18.4
-4.528,12.71
3.359,11.54
-3.213,18.26
0.73,9.2
3.506,19.72
-5.697,12.12
2.629,13.88
-7.011,16.65
-1.46,11.83
0.438,17.97
-7.157,12.269
2.629,13.584
-3.798,18.696
-1.315,9.641
0.439,19.8647
#END

#KEY PP-19 Bizon‎‎|compensator|bare|bare
#RPM 680
-1.283,9.1
-1.4,9.8
0.35,8.75
0.117,9.92
-2.334,14.12
-1.399,10.03
-1.634,12.48
-1.633,12.84
4.2,11.43
-3.733,16.91
2.216,7.59
0.817,13.76
-3.033,10.39
2.683,10.26
-3.733,12.95
-0.584,7.35
5.017,15.64
-4.433,7.35
4.2,9.33
-5.25,13.53
3.85,6.3
-0.117,13.54
-3.5,7.7
3.967,9.56
-3.617,12.49
-2.217,8.05
1.984,13.41
-7.467,5.72
1.167,9.33
-2.684,9.92
-2.1,6.53
1.05,14.0
-8.05,8.05
3.734,10.97
-5.834,13.41
0.934,8.05
0.7,12.25
-0.35,9.45
2.333,10.39
-1.867,12.36
2.567,9.22
1.05,9.68
-0.467,10.74
0.817,9.68
-6.883,12.72
-0.467,7.7
#END

#KEY PP-19 Bizon‎‎|flash_hider|bare|bare
#RPM 680
-2.161,11.17
1.081,8.64
2.881,12.61
-2.161,9.36
0.36,12.61
-4.322,14.4
1.081,12.25
0.0,14.41
-1.801,13.68
3.601,16.21
-3.601,15.85
3.601,7.92
-1.08,14.05
-5.403,11.16
1.801,15.13
-0.36,11.89
-1.441,10.44
2.161,16.57
-4.682,8.28
1.081,13.69
-5.043,12.24
0.0,11.17
1.801,13.69
-3.241,10.08
3.241,16.21
-5.402,11.16
-1.801,10.81
-2.521,13.33
-0.721,12.24
-1.08,12.97
-1.801,11.88
-0.36,10.09
-1.801,11.88
-5.043,9.73
-0.72,13.32
-7.563,13.33
2.161,9.0
-1.081,15.49
-3.602,10.81
3.602,12.6
-2.881,14.41
4.322,8.64
-1.801,15.491
-7.564,4.682
3.602,15.127
-6.843,12.606
#END

#KEY MP5K‎‎|bare|bare|bare
#RPM 900
-0.599,14.67
-1.047,10.92
-4.19,11.67
0.0,14.51
0.748,15.41
0.599,16.61
-0.599,21.7
-4.488,15.41
0.299,21.99
-5.835,21.85
5.386,13.31
1.347,27.09
-7.631,18.55
6.583,21.99
-13.167,21.25
3.891,15.26
-4.19,27.68
-2.992,15.41
6.583,19.46
-6.284,21.24
9.127,12.12
0.299,26.04
-6.284,10.92
2.544,24.84
-1.197,19.15
5.087,14.66
-4.04,25.14
-4.937,16.61
0.299,23.19
-2.245,21.244
-2.693,17.057
-1.646,28.279
-4.04,14.663
0.898,18.7424
#END

#KEY MP5K‎‎|bare|angled|bare
#RPM 900
-2.037,13.68
0.291,11.64
-0.873,12.22
3.492,9.89
2.91,17.17
-2.328,15.72
4.947,19.5
-3.201,25.02
2.619,11.35
-0.291,28.81
-5.529,19.21
1.746,21.82
-6.111,20.67
-0.582,16.29
-1.455,27.07
-6.111,12.22
9.021,21.53
-2.328,20.37
6.111,9.31
0.291,31.72
0.0,10.77
2.619,20.95
-2.619,21.25
5.529,16.29
-0.582,18.92
-3.201,18.92
5.82,22.4
-4.074,21.83
8.148,13.38
-2.037,26.49
1.746,16.87
6.111,22.12
-3.492,20.37
4.657,15.72
#END

#KEY MP5K‎‎|bare|angled|tactical
#RPM 900
2.504,14.61
4.591,11.27
-6.26,10.02
3.756,8.76
-4.174,20.87
-2.504,10.85
0.835,20.87
-5.426,17.95
4.591,15.86
-2.504,27.96
-1.252,10.85
5.426,21.71
0.0,19.2
4.173,15.02
-3.756,25.04
-0.417,16.7
6.26,22.95
-7.512,16.7
9.182,17.53
-2.087,24.21
2.921,11.68
5.844,21.71
-2.922,18.78
2.087,17.53
-4.174,21.7
-4.173,15.44
10.016,28.8
-4.173,15.86
0.417,17.12
-5.008,25.87
0.0,12.11
6.678,29.21
-0.835,17.12
3.339,20.45
#END

#KEY MP5K‎‎|compensator|bare|bare
#RPM 900
-0.728,11.64
-2.851,7.95
-1.091,3.82
1.516,11.88
-3.275,6.19
6.55,9.7
-5.58,11.89
0.486,9.46
0.485,17.22
-6.793,4.86
4.61,12.85
-8.006,11.65
4.124,8.24
3.154,18.68
-8.733,3.16
6.792,14.07
-6.307,11.4
0.0,9.94
-2.426,17.96
-7.035,4.36
3.639,11.65
-7.763,11.15
7.035,2.43
-0.242,13.1
-6.55,7.76
7.277,12.62
-4.609,11.64
6.307,8.01
3.397,17.71
1.212,14.55
-3.396,10.43
4.609,8.01
-2.116,18.269
6.175,18.525
#END

#KEY MP5K‎‎|compensator|angled|bare
#RPM 900
4.232,12.7
-1.354,7.45
-0.17,4.91
1.863,12.19
-2.032,6.26
3.217,10.84
-1.863,14.05
3.386,5.24
1.862,16.93
-1.693,8.64
1.524,12.52
-4.909,14.22
5.925,2.71
0.0,16.76
3.724,10.33
3.555,11.34
-5.925,11.51
1.185,20.99
0.169,8.81
6.095,11.34
-2.032,13.54
1.693,23.36
-4.74,5.08
1.354,10.84
-5.586,11.0
1.862,7.11
1.524,13.2
-5.248,3.73
8.972,12.69
-2.878,11.01
-0.339,7.785
-1.692,13.204
-7.11,4.571
8.125,16.251
#END

#KEY MP5K‎‎|compensator|angled|tactical
#RPM 900
-2.036,11.99
1.131,7.46
-2.262,10.63
-1.583,4.53
-0.678,11.3
-2.262,10.18
5.428,6.79
-3.845,14.7
3.845,5.65
2.262,14.7
-5.881,10.41
4.75,9.27
-5.881,16.51
2.036,20.13
-7.237,8.82
10.403,8.59
-6.106,16.74
2.714,18.77
-7.69,6.56
2.94,9.05
-0.678,9.49
0.678,6.11
-0.226,13.35
-3.845,10.17
4.524,7.92
-0.905,10.85
-0.679,5.21
-1.583,13.79
-0.452,6.79
5.654,11.079
-2.488,12.892
3.167,9.499
-1.618,11.722
-5.437,7.676
#END

#KEY MP5K‎‎|compensator|half|bare
#RPM 900
2.398,10.55
0.8,9.76
-2.559,5.12
3.519,8.15
-3.998,10.24
1.759,7.2
0.16,12.47
-5.278,5.44
3.678,10.23
-5.277,12.96
3.518,3.19
0.8,16.0
-3.199,8.31
5.438,9.6
-4.318,10.07
2.239,9.92
-1.599,10.23
-3.679,8.64
9.916,10.07
-9.916,13.92
7.037,4.79
0.959,13.44
0.48,6.4
4.638,9.43
-7.676,11.68
0.32,6.39
-3.039,12.32
0.16,10.87
5.917,10.4
-6.717,10.71
2.719,7.2
-0.96,15.35
-8.635,4.8
5.917,15.03
#END

#KEY MP5K‎‎|compensator|half|tactical
#RPM 900
3.089,13.16
-0.488,5.2
0.325,7.81
-1.95,9.26
1.462,7.15
3.414,11.22
-4.714,9.1
6.664,6.34
-2.763,14.63
1.788,7.64
-1.138,9.1
-2.113,9.75
4.389,8.78
-1.951,13.49
2.113,5.04
4.877,13.65
-6.665,6.99
11.379,7.48
-5.852,12.19
-0.813,6.5
4.064,14.8
-3.901,8.61
2.601,8.29
-3.251,11.54
-1.951,6.34
1.626,13.82
-0.813,6.5
4.063,8.13
-4.713,11.54
1.463,6.34
2.925,11.54
-5.851,4.547
7.802,9.428
-0.488,10.403
#END

#KEY MP5K‎‎|compensator|laser|bare
#RPM 900
0.361,13.71
-2.044,6.85
0.361,7.69
-2.285,8.78
0.241,7.94
4.448,12.02
-5.771,10.22
0.722,8.78
-2.525,13.22
-2.405,6.73
4.449,18.16
-10.1,11.06
7.575,9.98
0.481,14.79
-2.766,5.53
4.569,18.15
-6.853,8.42
8.176,9.38
-0.241,16.35
9.138,19.96
-7.094,7.21
10.821,7.46
-3.246,16.71
3.727,3.13
7.094,16.83
-0.241,6.73
3.968,10.46
2.525,10.82
0.601,8.54
6.733,16.23
-2.885,5.05
-0.722,10.101
-4.929,15.029
5.29,2.525
#END

#KEY MP5K‎‎|compensator|laser|tactical
#RPM 900
-0.856,11.98
1.027,7.53
-1.369,8.05
2.909,6.33
-1.198,12.32
-3.423,6.51
4.793,11.64
-0.343,11.12
3.081,7.7
0.0,19.0
-7.189,5.48
9.928,14.38
-7.018,13.69
6.504,6.33
3.252,15.41
-3.765,3.93
6.161,13.35
-3.765,13.7
4.279,5.3
-1.198,15.41
-5.477,5.3
5.134,15.41
-8.557,10.27
1.882,8.04
-4.279,18.83
-3.081,2.39
8.901,14.04
-6.162,8.56
5.991,7.01
-3.252,21.4
3.765,13.007
-6.846,11.125
7.017,6.847
2.054,12.665
#END

#KEY MP5K‎‎|compensator|light|bare
#RPM 900
4.252,6.44
-0.574,7.82
-2.874,5.63
4.138,9.54
-4.598,9.88
5.747,6.44
-2.528,13.33
-1.724,7.24
5.287,15.98
-3.678,11.49
4.827,8.28
-0.69,14.13
3.104,7.7
0.919,12.53
-2.299,8.74
1.954,8.85
0.0,10.92
0.92,5.86
0.689,16.55
-8.85,8.39
10.804,7.01
-2.528,15.4
3.218,3.34
5.057,14.36
-1.954,7.24
3.908,9.54
-2.643,11.04
-2.069,4.82
4.137,16.56
-2.298,9.08
4.137,8.16
-8.39,17.811
3.793,18.16
-8.046,5.747
#END

#KEY MP5K‎‎|compensator|light|tactical
#RPM 900
3.79,7.25
-1.977,7.08
4.285,6.1
1.647,11.54
-4.779,6.42
1.978,9.23
-2.637,11.54
4.12,5.77
0.495,19.11
-3.956,5.27
1.154,10.22
-5.932,10.38
6.262,6.59
0.988,13.85
-0.329,8.07
5.603,12.53
-4.45,13.67
7.086,7.25
-1.812,12.53
-1.978,7.91
5.603,11.04
-5.273,11.54
5.438,9.72
0.659,10.87
-2.966,11.87
2.307,12.03
-9.723,12.03
7.416,3.3
-2.538,18.97
3.03,14.91
-8.623,11.19
2.796,8.39
-2.563,13.517
0.0,7.924
#END

#KEY MP5K‎‎|compensator|bare|tactical
#RPM 900
0.872,9.42
-0.698,10.3
-6.283,4.54
3.142,10.65
-1.92,9.77
2.792,9.95
-1.221,12.39
-1.571,9.25
-1.222,11.52
-2.443,11.52
4.014,7.33
-0.524,16.58
-1.396,7.33
9.25,12.74
-10.297,12.91
4.014,4.02
-5.061,21.12
-3.491,6.98
7.854,13.09
-6.807,11.17
6.109,5.58
-2.792,18.68
-4.364,5.76
3.84,12.04
-3.665,11.69
7.505,7.86
-1.222,17.45
1.92,7.33
3.49,11.87
-0.349,12.91
5.062,10.3
1.396,18.32
-4.538,1.576
5.061,18.151
#END

#KEY MP5K‎‎|compensator|thumb|bare
#RPM 900
-0.644,11.27
2.416,7.09
1.127,7.24
2.416,4.67
1.932,13.05
-3.06,7.73
5.154,9.18
-3.704,10.63
-2.577,8.05
-1.449,13.2
1.449,11.44
6.281,9.02
-6.603,12.72
5.959,1.45
0.483,20.77
-6.925,4.68
3.06,9.66
-8.375,12.56
7.247,2.58
0.322,14.49
-6.603,3.87
9.019,10.95
-14.816,12.88
4.67,2.26
1.772,16.42
-1.289,5.32
2.899,10.63
-9.985,10.95
1.772,6.28
-1.45,11.43
-1.771,6.44
9.018,14.498
-3.382,9.824
6.925,3.06
#END

#KEY MP5K‎‎|compensator|thumb|tactical
#RPM 900
-1.928,9.16
0.964,7.39
-1.125,5.78
2.41,7.87
-1.607,9.0
-1.446,9.32
-1.767,9.96
-1.928,9.0
2.249,11.57
-9.64,11.09
4.499,5.14
-1.446,17.51
-0.482,4.66
5.141,12.53
-3.856,12.86
6.588,5.94
3.213,12.21
-2.41,4.5
